seed,phase,window,start,label,injection_id,category,block,burst,cold_starts,invocations,throttles,score_d1_ocsvm,pred_d1_ocsvm,score_d1_iforest,pred_d1_iforest,score_d1_primary,pred_d1_primary,score_d2_transfer,pred_d2_transfer,score_d3_thresholds,pred_d3_thresholds
2027,B,0,1780358400.0,False,-1,,0,False,0.0,8.0,0.0,-1.4423866311489153,False,0.40222385207848155,False,-1.4423866311489153,False,0.2813364848081088,False,0.13284173011779785,False
2027,B,1,1780358460.0,False,-1,,0,False,0.0,8.0,0.0,-0.10831630080228916,False,0.46189235911771637,False,-0.10831630080228916,False,0.2813364848081088,False,0.11928319931030275,False
2027,B,2,1780358520.0,False,-1,,0,False,0.0,10.0,0.0,-1.6887044022802158,False,0.38300265232483405,False,-1.6887044022802158,False,0.28226841507490547,False,0.14962496757507324,False
2027,B,3,1780358580.0,False,-1,,0,False,0.0,13.0,0.0,-0.4982886390021122,False,0.43189703440368854,False,-0.4982886390021122,False,0.2831179908395116,False,0.1172618865966797,False
2027,B,4,1780358640.0,False,-1,,0,False,0.0,12.0,0.0,-1.38783291183824,False,0.3779750406728229,False,-1.38783291183824,False,0.28288267083732616,False,0.14332926273345947,False
2027,B,5,1780358700.0,False,-1,,0,False,0.0,15.0,0.0,-1.213182024091184,False,0.38838107602791005,False,-1.213182024091184,False,0.28349405466720345,False,0.1709310531616211,False
2027,B,6,1780358760.0,False,-1,,0,False,0.0,15.0,0.0,-1.4532066487280995,False,0.3771624975556185,False,-1.4532066487280995,False,0.28349405466720345,False,0.15111126899719238,False
2027,B,7,1780358820.0,False,-1,,0,False,0.0,8.0,0.0,-0.6153541252020149,False,0.41181903222938165,False,-0.6153541252020149,False,0.2813364848081088,False,0.12415139675140381,False
2027,B,8,1780358880.0,False,-1,,0,False,0.0,12.0,0.0,-1.6112756358166243,False,0.3936842083327485,False,-1.6112756358166243,False,0.28288267083732616,False,0.15797934532165528,False
2027,B,9,1780358940.0,False,-1,,0,False,0.0,7.0,0.0,-0.676297323291184,False,0.44297008640015517,False,-0.676297323291184,False,0.2806604384517065,False,0.16150784492492673,False
