seed,phase,window,start,label,injection_id,category,block,burst,cold_starts,invocations,throttles,score_d1_ocsvm,pred_d1_ocsvm,score_d1_iforest,pred_d1_iforest,score_d1_primary,pred_d1_primary,score_d2_transfer,pred_d2_transfer,score_d3_thresholds,pred_d3_thresholds
2026,C,0,1780532095.1439474,False,-1,,-1,False,0.0,6.0,0.0,-1.0519763417128543,False,0.4241044537347321,False,-1.0519763417128543,False,0.21488949578181257,False,0.13573849201202393,False
2026,C,1,1780532155.1439474,False,-1,,-1,False,0.0,15.0,0.0,-1.3703051287421335,False,0.3742830303507608,False,-1.3703051287421335,False,0.27500493955473043,False,0.14363369941711424,False
2026,C,2,1780532215.1439474,False,-1,,-1,False,0.0,13.0,0.0,0.0887742088561998,False,0.4363110162342864,False,0.0887742088561998,False,0.26703391505887325,False,0.15354137420654296,False
2026,C,3,1780532275.1439474,False,-1,,-1,False,0.0,8.0,0.0,-1.4512948867699436,False,0.40231496456515004,False,-1.4512948867699436,False,0.23625789056184213,False,0.1464123010635376,False
2026,C,4,1780532335.1439474,False,-1,,-1,False,0.0,15.0,0.0,-0.7634426225042379,False,0.42524086757749924,False,-0.7634426225042379,False,0.27500493955473043,False,0.14929847717285155,False
2026,C,5,1780532395.1439474,False,-1,,-1,False,0.0,11.0,0.0,-0.8209743351122523,False,0.40947098617952987,False,-0.8209743351122523,False,0.2571275338350506,False,0.12415051460266115,False
2026,C,6,1780532455.1439474,False,-1,,-1,False,0.0,8.0,0.0,-0.9321305586412265,False,0.4255673814566231,False,-0.9321305586412265,False,0.23625789056184213,False,0.11765828132629394,False
2026,C,7,1780532515.1439474,False,-1,,-1,True,2.0,174.0,0.0,3.828333006355404,True,0.7164888358130838,True,3.828333006355404,True,4.8962361499050756e-05,False,0.16823353767395016,False
2026,C,8,1780532575.1439474,False,-1,,-1,True,0.0,438.0,0.0,1.5611832731321558,True,0.679111834819763,True,1.5611832731321558,True,0.38156353867277093,False,0.1773262023925781,False
2026,C,9,1780532635.1439474,False,-1,,-1,True,0.0,401.0,0.0,1.2890786171661195,True,0.6763969758820377,False,1.2890786171661195,True,0.38040015601821103,False,0.18077371120452881,False
2026,C,10,1780532695.1439474,False,-1,,-1,True,0.0,270.0,0.0,0.2767483047998107,False,0.6817730880050307,True,0.2767483047998107,False,0.372055244555639,False,0.18982677459716793,False
2026,C,11,1780532755.1439474,False,-1,,-1,False,0.0,12.0,0.0,-1.3630860744770912,False,0.39985888038899325,False,-1.3630860744770912,False,0.26237111641577326,False,0.171359920501709,False
2026,C,12,1780532815.1439474,False,-1,,-1,False,0.0,14.0,0.0,-1.609592682915605,False,0.3712296320550852,False,-1.609592682915605,False,0.2712188844363818,False,0.15437960624694821,False
2026,C,13,1780532875.1439474,False,-1,,-1,False,0.0,13.0,0.0,-1.3659338695867973,False,0.3864079711129684,False,-1.3659338695867973,False,0.26703391505887325,False,0.14383363723754883,False
2026,C,14,1780532935.1439474,False,-1,,-1,False,0.0,11.0,0.0,-0.8830037829167932,False,0.4254456461393419,False,-0.8830037829167932,False,0.2571275338350506,False,0.18003106117248535,False
