seed,phase,window,start,label,injection_id,category,block,burst,cold_starts,invocations,throttles,score_d1_ocsvm,pred_d1_ocsvm,score_d1_iforest,pred_d1_iforest,score_d1_primary,pred_d1_primary,score_d2_transfer,pred_d2_transfer,score_d3_thresholds,pred_d3_thresholds,score_d4_novel,pred_d4_novel
2025,C,0,1780533961.29172,False,-1,,-1,False,0.0,7.0,0.0,-1.370214602225147,False,0.44007948730516855,False,-1.370214602225147,False,0.305536657637389,False,0.17415432929992672,False,-1.370214602225147,False
2025,C,1,1780534021.29172,False,-1,,-1,False,0.0,6.0,0.0,-1.2429266943353348,False,0.4375822627844586,False,-1.2429266943353348,False,0.3295348248734502,False,0.12602496147155762,False,-1.2429266943353348,False
2025,C,2,1780534081.29172,False,-1,,-1,False,0.0,6.0,0.0,-0.7158296349389239,False,0.47832667790925115,False,-0.7158296349389239,False,0.3295348248734502,False,0.11739063262939455,False,-0.7158296349389239,False
2025,C,3,1780534141.29172,False,-1,,-1,False,0.0,12.0,0.0,-0.6917101242580808,False,0.4114868137741607,False,-0.6917101242580808,False,0.23874979971626184,False,0.13697433471679688,False,-0.6917101242580808,False
2025,C,4,1780534201.29172,False,-1,,-1,False,0.0,7.0,0.0,-1.1485802708514727,False,0.4421627511273697,False,-1.1485802708514727,False,0.305536657637389,False,0.11847014427185058,False,-1.1485802708514727,False
2025,C,5,1780534261.29172,False,-1,,-1,False,0.0,7.0,0.0,-1.2003214998439304,False,0.4347128127141258,False,-1.2003214998439304,False,0.305536657637389,False,0.12136878967285154,False,-1.2003214998439304,False
2025,C,6,1780534321.29172,False,-1,,-1,False,0.0,5.0,0.0,-1.126452873900325,False,0.47469128321371107,False,-1.126452873900325,False,0.3611766054503257,False,0.14106082916259768,False,-1.126452873900325,False
2025,C,7,1780534381.29172,False,-1,,-1,False,0.0,8.0,0.0,-1.2065556970399083,False,0.42500486423025596,False,-1.2065556970399083,False,0.286649624048389,False,0.12546894550323487,False,-1.2065556970399083,False
2025,C,8,1780534441.29172,False,-1,,-1,False,0.0,6.0,0.0,-1.0040953783127096,False,0.44871598736266116,False,-1.0040953783127096,False,0.3295348248734502,False,0.1352466344833374,False,-1.0040953783127096,False
2025,C,9,1780534501.29172,False,-1,,-1,True,2.0,177.0,0.0,4.853126993781859,True,0.7545007862364927,True,4.853126993781859,True,2.6549554069247666e-05,False,0.17471799850463898,False,4.853126993781859,False
2025,C,10,1780534561.29172,False,-1,,-1,True,0.0,375.0,0.0,1.0476268068163002,True,0.7079561985266265,True,1.0476268068163002,True,0.09031760826949556,False,0.1855717182159423,False,1.0476268068163002,True
2025,C,11,1780534621.29172,False,-1,,-1,True,0.0,371.0,0.0,1.4492398352691906,True,0.728204210876644,True,1.4492398352691906,True,0.09048978081008843,False,0.18940377235412612,False,1.4492398352691906,True
2025,C,12,1780534681.29172,False,-1,,-1,True,0.0,191.0,0.0,-0.3050017416891624,False,0.6867572389964074,False,-0.3050017416891624,False,0.10281450492242597,False,0.17307162284851071,False,-0.3050017416891624,False
2025,C,13,1780534741.29172,False,-1,,-1,False,0.0,13.0,0.0,-0.47909906563053184,False,0.45483499816157913,False,-0.47909906563053184,False,0.2307562658387595,False,0.22010326385498044,False,-0.47909906563053184,False
2025,C,14,1780534801.29172,False,-1,,-1,False,0.0,4.0,0.0,-1.2242923253749973,False,0.5013101527260245,False,-1.2242923253749973,False,0.4049460998448299,False,0.11291821002960205,False,-1.2242923253749973,False
