seed,phase,window,start,label,injection_id,category,block,burst,cold_starts,invocations,throttles,score_d1_ocsvm,pred_d1_ocsvm,score_d1_iforest,pred_d1_iforest,score_d1_primary,pred_d1_primary,score_d2_transfer,pred_d2_transfer,score_d3_thresholds,pred_d3_thresholds,score_d4_novel,pred_d4_novel
2027,B,0,1780358400.0,False,-1,,0,False,0.0,8.0,0.0,-0.9722569470726024,False,0.46548628890024835,False,-0.9722569470726024,False,0.8146204355576085,True,0.19482822418212892,False,-0.9722569470726024,False
2027,B,1,1780358460.0,False,-1,,0,False,0.0,8.0,0.0,-1.379831776253523,False,0.4337576544606699,False,-1.379831776253523,False,0.8146204355576085,True,0.17769033908843995,False,-1.379831776253523,False
2027,B,2,1780358520.0,False,-1,,0,False,0.0,10.0,0.0,-0.7786286720304174,False,0.43932889402502384,False,-0.7786286720304174,False,0.4893257225979959,False,0.11549503803253174,False,-0.7786286720304174,False
2027,B,3,1780358580.0,False,-1,,0,False,0.0,13.0,0.0,-1.9637969513389502,False,0.3907654127131207,False,-1.9637969513389502,False,0.16541466366673443,False,0.15984096527099606,False,-1.9637969513389502,False
2027,B,4,1780358640.0,False,-1,,0,False,0.0,12.0,0.0,-2.201045661509144,False,0.40448251740922914,False,-2.201045661509144,False,0.2386920822861176,False,0.1643219232559204,False,-2.201045661509144,False
2027,B,5,1780358700.0,False,-1,,0,False,0.0,15.0,0.0,-1.1513236067280594,False,0.39831185778574285,False,-1.1513236067280594,False,0.08358208903295893,False,0.14510650634765623,False,-1.1513236067280594,False
2027,B,6,1780358760.0,False,-1,,0,False,0.0,15.0,0.0,-1.4724311310312999,False,0.3988040995145488,False,-1.4724311310312999,False,0.08358208903295893,False,0.15953826904296875,False,-1.4724311310312999,False
2027,B,7,1780358820.0,False,-1,,0,False,0.0,8.0,0.0,-0.8575994943642149,False,0.43432297839983475,False,-0.8575994943642149,False,0.8146204355576085,True,0.13062617778778077,False,-0.8575994943642149,False
2027,B,8,1780358880.0,False,-1,,0,False,0.0,12.0,0.0,-1.3994050216209528,False,0.4211809895732369,False,-1.3994050216209528,False,0.2386920822861176,False,0.17688088417053222,False,-1.3994050216209528,False
2027,B,9,1780358940.0,False,-1,,0,False,0.0,7.0,0.0,-0.15386709316386682,False,0.5260903977208164,False,-0.15386709316386682,False,0.9231861899451542,True,0.10410027503967285,False,-0.15386709316386682,False
2027,B,10,1780359000.0,False,-1,,0,False,0.0,13.0,0.0,-1.8815163865505617,False,0.3907275949942202,False,-1.8815163865505617,False,0.16541466366673443,False,0.1550634384155273,False,-1.8815163865505617,False
2027,B,11,1780359060.0,True,0,resource_exhaustion,0,False,0.0,7.0,0.0,5.518385678268923,True,0.5856349075426396,False,5.518385678268923,True,0.9231861899451542,True,0.2940594196319579,False,5.518385678268923,True
2027,B,12,1780359120.0,True,0,resource_exhaustion,0,False,3.0,13.0,0.0,5.518385678268923,True,0.7025066551282346,True,5.518385678268923,True,1.0,True,3000000000.0,True,5.518385678268923,True
2027,B,13,1780359180.0,True,0,resource_exhaustion,0,False,2.0,16.0,0.0,5.518385678268923,True,0.685273095278338,False,5.518385678268923,True,1.0,True,1999999999.9999998,True,5.518385678268923,True
2027,B,14,1780359240.0,True,0,resource_exhaustion,0,False,2.0,11.0,0.0,5.518385678268923,True,0.7001395034405624,True,5.518385678268923,True,1.0,True,1999999999.9999998,True,5.518385678268923,True
2027,B,15,1780359300.0,False,-1,,0,False,0.0,10.0,0.0,-1.5451930934635865,False,0.41080603873313926,False,-1.5451930934635865,False,0.4893257225979959,False,0.1520524024963379,False,-1.5451930934635865,False
2027,B,16,1780359360.0,False,-1,,0,False,0.0,10.0,0.0,-0.39091137927715813,False,0.4690111358254411,False,-0.39091137927715813,False,0.4893257225979959,False,0.23673713207244873,False,-0.39091137927715813,False
2027,B,17,1780359420.0,False,-1,,0,False,0.0,12.0,0.0,-1.320190258652575,False,0.41844627196562245,False,-1.320190258652575,False,0.2386920822861176,False,0.13064975738525392,False,-1.320190258652575,False
2027,B,18,1780359480.0,False,-1,,0,False,0.0,17.0,0.0,-1.8931388789905164,False,0.3798276280230461,False,-1.8931388789905164,False,0.04603583753820504,False,0.15506305694580078,False,-1.8931388789905164,False
2027,B,19,1780359540.0,False,-1,,0,False,0.0,7.0,0.0,-1.31559993076063,False,0.468690934877871,False,-1.31559993076063,False,0.9231861899451542,True,0.13031320571899413,False,-1.31559993076063,False
2027,B,20,1780359600.0,False,-1,,0,False,0.0,11.0,0.0,-1.5629549981440052,False,0.4192629436395201,False,-1.5629549981440052,False,0.34528727623408134,False,0.17722702026367188,False,-1.5629549981440052,False
2027,B,21,1780359660.0,False,-1,,0,False,0.0,7.0,0.0,-1.5771932094464365,False,0.42175497768315273,False,-1.5771932094464365,False,0.9231861899451542,True,0.14003291130065917,False,-1.5771932094464365,False
2027,B,22,1780359720.0,False,-1,,0,False,0.0,11.0,0.0,-1.0297369616708085,False,0.46287638565045713,False,-1.0297369616708085,False,0.34528727623408134,False,0.11336064338684082,False,-1.0297369616708085,False
2027,B,23,1780359780.0,False,-1,,0,False,0.0,11.0,0.0,0.6290654762143664,False,0.46311632055651464,False,0.6290654762143664,False,0.34528727623408134,False,0.13337850570678714,False,0.6290654762143664,False
2027,B,24,1780359840.0,False,-1,,0,False,0.0,12.0,0.0,-1.9271946396762516,False,0.4001575784145533,False,-1.9271946396762516,False,0.2386920822861176,False,0.14980428218841552,False,-1.9271946396762516,False
2027,B,25,1780359900.0,True,1,permission_denied,0,False,0.0,9.0,0.0,-0.8384474364229781,False,0.4108828962630403,False,-0.8384474364229781,False,1.0,True,999999999.9999999,True,-0.8384474364229781,True
2027,B,26,1780359960.0,True,1,permission_denied,0,False,0.0,8.0,0.0,2.2660287505280725,True,0.4422508528324454,False,2.2660287505280725,True,1.0,True,5000000000.0,True,2.2660287505280725,True
2027,B,27,1780360020.0,True,1,permission_denied,0,False,0.0,11.0,0.0,1.7655449347438887,True,0.41842928550126474,False,1.7655449347438887,True,1.0,True,5000000000.0,True,1.7655449347438887,True
2027,B,28,1780360080.0,True,1,permission_denied,0,False,0.0,12.0,0.0,0.15385551385783636,False,0.4398762925781067,False,0.15385551385783636,False,1.0,True,1999999999.9999998,True,0.15385551385783636,True
2027,B,29,1780360140.0,False,-1,,0,False,0.0,6.0,0.0,-0.31012293186902085,False,0.47867835378258095,False,-0.31012293186902085,False,0.9770168771360997,True,0.11539971828460693,False,-0.31012293186902085,False
2027,B,30,1780360200.0,False,-1,,0,False,0.0,6.0,0.0,-0.47875300130541554,False,0.4996875474175245,False,-0.47875300130541554,False,0.9770168771360997,True,0.11149907112121583,False,-0.47875300130541554,False
2027,B,31,1780360260.0,False,-1,,0,False,0.0,13.0,0.0,-1.3094370124182202,False,0.42618451456408557,False,-1.3094370124182202,False,0.16541466366673443,False,0.19912309646606438,False,-1.3094370124182202,False
2027,B,32,1780360320.0,False,-1,,0,False,0.0,11.0,0.0,-0.09145862828395401,False,0.44939396060870235,False,-0.09145862828395401,False,0.34528727623408134,False,0.12747645378112793,False,-0.09145862828395401,False
2027,B,33,1780360380.0,False,-1,,0,False,0.0,5.0,0.0,-1.3580998685346666,False,0.4572799254386674,False,-1.3580998685346666,False,0.9955296766967997,True,0.14328231811523437,False,-1.3580998685346666,False
2027,B,34,1780360440.0,False,-1,,0,False,0.0,10.0,0.0,-1.4320009108266412,False,0.42342713847300684,False,-1.4320009108266412,False,0.4893257225979959,False,0.14798421859741212,False,-1.4320009108266412,False
2027,B,35,1780360500.0,False,-1,,0,False,0.0,7.0,0.0,-1.6704590048791,False,0.4200351224419956,False,-1.6704590048791,False,0.9231861899451542,True,0.13832478523254393,False,-1.6704590048791,False
2027,B,36,1780360560.0,True,2,resource_exhaustion,0,False,0.0,11.0,0.0,5.518385678268923,True,0.5467522449063414,False,5.518385678268923,True,0.34528727623408134,False,0.20434474945068362,False,5.518385678268923,True
2027,B,37,1780360620.0,True,2,resource_exhaustion,0,False,0.0,14.0,0.0,5.518385678268923,True,0.5626827698701157,False,5.518385678268923,True,0.11637879250025024,False,0.2928511381149292,False,5.518385678268923,True
