seed,phase,window,start,label,injection_id,category,block,burst,cold_starts,invocations,throttles,score_d1_ocsvm,pred_d1_ocsvm,score_d1_iforest,pred_d1_iforest,score_d1_primary,pred_d1_primary,score_d2_transfer,pred_d2_transfer,score_d3_thresholds,pred_d3_thresholds
2026,C,0,1780532095.1439474,False,-1,,-1,False,0.0,6.0,0.0,-1.7288107248961353,False,0.4381715652756219,False,-1.7288107248961353,False,0.2925964019925662,False,0.149070143699646,False
2026,C,1,1780532155.1439474,False,-1,,-1,False,0.0,15.0,0.0,-1.6366015888452736,False,0.40248440201162544,False,-1.6366015888452736,False,0.22234063516699837,False,0.1584836959838867,False
2026,C,2,1780532215.1439474,False,-1,,-1,False,0.0,13.0,0.0,-1.3991205080902533,False,0.4183313501250704,False,-1.3991205080902533,False,0.2312761519565593,False,0.13033227920532225,False
2026,C,3,1780532275.1439474,False,-1,,-1,False,0.0,8.0,0.0,-0.31011978771253457,False,0.4399843041929918,False,-0.31011978771253457,False,0.26698282659663947,False,0.11380214691162109,False
2026,C,4,1780532335.1439474,False,-1,,-1,False,0.0,15.0,0.0,-0.8872586584163038,False,0.4160418910957357,False,-0.8872586584163038,False,0.22234063516699837,False,0.12374062538146974,False
2026,C,5,1780532395.1439474,False,-1,,-1,False,0.0,11.0,0.0,-1.2069322623496763,False,0.46346127694711814,False,-1.2069322623496763,False,0.24257514350821907,False,0.20459413528442383,False
2026,C,6,1780532455.1439474,False,-1,,-1,False,0.0,8.0,0.0,-1.5539317408579159,False,0.4172521631105584,False,-1.5539317408579159,False,0.26698282659663947,False,0.12422771453857422,False
2026,C,7,1780532515.1439474,False,-1,,-1,True,2.0,175.0,0.0,4.9703680477956524,True,0.7555418146654169,True,4.9703680477956524,True,7.307390361559899e-06,False,0.19808659553527833,False
2026,C,8,1780532575.1439474,False,-1,,-1,True,0.0,437.0,0.0,2.4606005603378285,True,0.7344779273723351,True,2.4606005603378285,True,0.11989922007939159,False,0.17814817428588864,False
2026,C,9,1780532635.1439474,False,-1,,-1,True,0.0,401.0,0.0,2.194380771793792,True,0.7328888082280525,True,2.194380771793792,True,0.12158549387344503,False,0.1663904905319214,False
2026,C,10,1780532695.1439474,False,-1,,-1,True,0.0,270.0,0.0,0.48822505041310915,False,0.725930902094057,True,0.48822505041310915,False,0.12670065352434282,False,0.18666572570800777,False
2026,C,11,1780532755.1439474,False,-1,,-1,False,0.0,12.0,0.0,-0.3838218798711539,False,0.4360052939615989,False,-0.3838218798711539,False,0.23656878881171142,False,0.13223571777343748,False
2026,C,12,1780532815.1439474,False,-1,,-1,False,0.0,14.0,0.0,-0.3073443273775558,False,0.44971546014895336,False,-0.3073443273775558,False,0.2265666570210753,False,0.11485416889190674,False
2026,C,13,1780532875.1439474,False,-1,,-1,False,0.0,13.0,0.0,-0.7469998004930378,False,0.4759719997377727,False,-0.7469998004930378,False,0.2312761519565593,False,0.21772575378417966,False
