seed,phase,window,start,label,injection_id,category,block,burst,cold_starts,invocations,throttles,score_d1_ocsvm,pred_d1_ocsvm,score_d1_iforest,pred_d1_iforest,score_d1_primary,pred_d1_primary,score_d2_transfer,pred_d2_transfer,score_d3_thresholds,pred_d3_thresholds,score_d4_novel,pred_d4_novel
2025,B,0,1780358400.0,False,-1,,0,False,0.0,12.0,0.0,-1.4751186025268428,False,0.3965164195862968,False,-1.4751186025268428,False,0.23874979971626184,False,0.14126226902008057,False,-1.4751186025268428,False
2025,B,1,1780358460.0,False,-1,,0,False,0.0,5.0,0.0,0.08392579161105918,False,0.5076420903745722,False,0.08392579161105918,False,0.3611766054503257,False,0.13109445571899414,False,0.08392579161105918,False
2025,B,2,1780358520.0,False,-1,,0,False,0.0,16.0,0.0,-1.5622917941756924,False,0.4115267856984039,False,-1.5622917941756924,False,0.21191738011819358,False,0.16475963592529294,False,-1.5622917941756924,False
2025,B,3,1780358580.0,False,-1,,0,False,0.0,16.0,0.0,-0.9242158847730728,False,0.40693838349881456,False,-0.9242158847730728,False,0.21191738011819358,False,0.15601277351379395,False,-0.9242158847730728,False
2025,B,4,1780358640.0,False,-1,,0,False,0.0,7.0,0.0,-1.2100028761112025,False,0.46087407225812693,False,-1.2100028761112025,False,0.305536657637389,False,0.1252186298370361,False,-1.2100028761112025,False
2025,B,5,1780358700.0,False,-1,,0,False,0.0,10.0,0.0,-1.0710994599942802,False,0.41014627887320143,False,-1.0710994599942802,False,0.25866249275443587,False,0.13786704540252687,False,-1.0710994599942802,False
2025,B,6,1780358760.0,False,-1,,0,False,0.0,12.0,0.0,-0.17503158586927903,False,0.4592447722875169,False,-0.17503158586927903,False,0.23874979971626184,False,0.15831055641174316,False,-0.17503158586927903,False
2025,B,7,1780358820.0,False,-1,,0,True,1.0,107.0,0.0,0.21211198277686982,False,0.7033967711675956,False,0.21211198277686982,False,0.0012586024110789902,False,0.1836581230163574,False,0.21211198277686982,False
2025,B,8,1780358880.0,False,-1,,0,True,0.0,101.0,0.0,0.12261475674156763,False,0.642786036936155,False,0.12261475674156763,False,0.11867973998551902,False,0.16619205474853516,False,0.12261475674156763,False
2025,B,9,1780358940.0,False,-1,,0,True,0.0,34.0,0.0,-0.9956289410557622,False,0.4453810774097489,False,-0.9956289410557622,False,0.16138735499274742,False,0.21199967861175556,False,-0.9956289410557622,False
2025,B,10,1780359000.0,False,-1,,0,False,0.0,11.0,0.0,-0.9843894118703824,False,0.43400956078265246,False,-0.9843894118703824,False,0.24794537445720646,False,0.18184447288513186,False,-0.9843894118703824,False
2025,B,11,1780359060.0,True,0,dependency_timeout,0,False,1.0,11.0,0.0,5.446895898547663,True,0.6514011264853343,False,5.446895898547663,True,1.0,True,3000000000.0,True,5.446895898547663,True
2025,B,12,1780359120.0,True,0,dependency_timeout,0,False,4.0,12.0,0.0,5.446895898547663,True,0.6836320664119429,False,5.446895898547663,True,1.0,True,6000000000.0,True,5.446895898547663,True
2025,B,13,1780359180.0,True,0,dependency_timeout,0,False,0.0,11.0,0.0,5.446895898547663,True,0.5018576215060332,False,5.446895898547663,True,1.0,True,999999999.9999999,True,5.446895898547663,True
2025,B,14,1780359240.0,False,-1,,0,False,0.0,10.0,0.0,-1.8090868060432443,False,0.40783741788366945,False,-1.8090868060432443,False,0.25866249275443587,False,0.16328768730163573,False,-1.8090868060432443,False
2025,B,15,1780359300.0,False,-1,,0,False,0.0,13.0,0.0,-1.5474878261312215,False,0.40644435522181627,False,-1.5474878261312215,False,0.2307562658387595,False,0.13541507720947263,False,-1.5474878261312215,False
2025,B,16,1780359360.0,False,-1,,0,False,0.0,5.0,0.0,-1.2867491689808546,False,0.487423910965647,False,-1.2867491689808546,False,0.3611766054503257,False,0.13863668441772461,False,-1.2867491689808546,False
2025,B,17,1780359420.0,False,-1,,0,False,1.0,17.0,0.0,-1.211210893572761,False,0.5707252018321928,False,-1.211210893572761,False,0.00013630377573117572,False,0.14840631484985353,False,-1.211210893572761,False
2025,B,18,1780359480.0,False,-1,,0,False,0.0,14.0,0.0,-1.6356226233668734,False,0.3922421946908094,False,-1.6356226233668734,False,0.2237302694038766,False,0.1471478462219238,False,-1.6356226233668734,False
2025,B,19,1780359540.0,True,1,permission_denied,0,False,0.0,5.0,0.0,1.2368636398532615,True,0.507516082272761,False,1.2368636398532615,True,1.0,True,3000000000.0,True,1.2368636398532615,True
2025,B,20,1780359600.0,True,1,permission_denied,0,False,0.0,19.0,0.0,2.4617625939003904,True,0.3821074114090338,False,2.4617625939003904,True,1.0,True,7000000000.0,True,2.4617625939003904,True
2025,B,21,1780359660.0,True,1,permission_denied,0,False,0.0,7.0,0.0,0.018679082447477846,False,0.4336785984262531,False,0.018679082447477846,False,1.0,True,1999999999.9999998,True,0.018679082447477846,True
2025,B,22,1780359720.0,True,1,permission_denied,0,False,0.0,7.0,0.0,1.783975000778494,True,0.4484724126709665,False,1.783975000778494,True,1.0,True,3999999999.9999995,True,1.783975000778494,True
2025,B,23,1780359780.0,False,-1,,0,False,0.0,9.0,0.0,-0.47115160776459053,False,0.454717935091044,False,-0.47115160776459053,False,0.27134842463487785,False,0.19862308502197265,False,-0.47115160776459053,False
2025,B,24,1780359840.0,False,-1,,0,False,0.0,8.0,0.0,-1.540946184778396,False,0.4242655781264,False,-1.540946184778396,False,0.286649624048389,False,0.15353171825408932,False,-1.540946184778396,False
2025,B,25,1780359900.0,False,-1,,0,False,0.0,14.0,0.0,-1.9642437040780765,False,0.38921973787795194,False,-1.9642437040780765,False,0.2237302694038766,False,0.15203540325164794,False,-1.9642437040780765,False
2025,B,26,1780359960.0,False,-1,,0,False,0.0,12.0,0.0,-1.8356501618075907,False,0.3941754275566087,False,-1.8356501618075907,False,0.23874979971626184,False,0.14696474075317384,False,-1.8356501618075907,False
2025,B,27,1780360020.0,False,-1,,0,False,0.0,11.0,0.0,-0.4623621921086789,False,0.45288236684564476,False,-0.4623621921086789,False,0.24794537445720646,False,0.16909313201904297,False,-0.4623621921086789,False
2025,B,28,1780360080.0,False,-1,,0,False,0.0,11.0,0.0,-1.7082605999653158,False,0.39800306119559353,False,-1.7082605999653158,False,0.24794537445720646,False,0.15257382392883298,False,-1.7082605999653158,False
2025,B,29,1780360140.0,False,-1,,0,False,0.0,12.0,0.0,-1.3035158076547253,False,0.399291207301255,False,-1.3035158076547253,False,0.23874979971626184,False,0.13673312664031984,False,-1.3035158076547253,False
2025,B,30,1780360200.0,False,-1,,0,False,0.0,8.0,0.0,-1.2187885357519326,False,0.43305409749914764,False,-1.2187885357519326,False,0.286649624048389,False,0.1677851676940918,False,-1.2187885357519326,False
2025,B,31,1780360260.0,True,2,resource_exhaustion,0,False,0.0,8.0,0.0,5.446895898547663,True,0.5185281956000537,False,5.446895898547663,True,0.286649624048389,False,0.1935645580291748,False,5.446895898547663,True
2025,B,32,1780360320.0,True,2,resource_exhaustion,0,False,0.0,5.0,0.0,5.446895898547663,True,0.6223060669740974,False,5.446895898547663,True,0.3611766054503257,False,0.30393180847167967,False,5.446895898547663,True
2025,B,33,1780360380.0,True,2,resource_exhaustion,0,False,1.0,5.0,0.0,5.446895898547663,True,0.686169807890565,False,5.446895898547663,True,1.0,True,999999999.9999999,True,5.446895898547663,True
2025,B,34,1780360440.0,True,2,resource_exhaustion,0,False,2.0,14.0,0.0,5.446895898547663,True,0.7013394395799692,False,5.446895898547663,True,1.0,True,1999999999.9999998,True,5.446895898547663,True
2025,B,35,1780360500.0,False,-1,,0,False,0.0,13.0,0.0,-1.5365510869491912,False,0.41738028534258453,False,-1.5365510869491912,False,0.2307562658387595,False,0.19741172790527337,False,-1.5365510869491912,False
2025,B,36,1780360560.0,False,-1,,0,False,0.0,8.0,0.0,-0.8248640225129895,False,0.4312265807746913,False,-0.8248640225129895,False,0.286649624048389,False,0.12001712322235107,False,-0.8248640225129895,False
2025,B,37,1780360620.0,False,-1,,0,False,0.0,9.0,0.0,-0.6973245089192721,False,0.4227829717462075,False,-0.6973245089192721,False,0.27134842463487785,False,0.13913564682006835,False,-0.6973245089192721,False
